configuration,metric,n,mean,median,bootstrap_ci95_low,bootstrap_ci95_high,note
C1_NonBlockingScanning,pipeline_time_seconds,1,44.055758900009096,44.055758900009096,44.055758900009096,44.055758900009096,Descriptive bootstrap interval; not a substitute for independent replication
C1_NonBlockingScanning,recall,1,1.0,1.0,1.0,1.0,Descriptive bootstrap interval; not a substitute for independent replication
C1_NonBlockingScanning,precision,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,Descriptive bootstrap interval; not a substitute for independent replication
C1_NonBlockingScanning,auto_remediation_rate,1,0.0,0.0,0.0,0.0,Descriptive bootstrap interval; not a substitute for independent replication
C1_NonBlockingScanning,mttr_seconds,1,0.0,0.0,0.0,0.0,Descriptive bootstrap interval; not a substitute for independent replication
C3_PolicyOnly,pipeline_time_seconds,1,38.90320260002045,38.90320260002045,38.90320260002045,38.90320260002045,Descriptive bootstrap interval; not a substitute for independent replication
C3_PolicyOnly,recall,1,1.0,1.0,1.0,1.0,Descriptive bootstrap interval; not a substitute for independent replication
C3_PolicyOnly,precision,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,Descriptive bootstrap interval; not a substitute for independent replication
C3_PolicyOnly,auto_remediation_rate,1,0.0,0.0,0.0,0.0,Descriptive bootstrap interval; not a substitute for independent replication
C3_PolicyOnly,mttr_seconds,1,0.0,0.0,0.0,0.0,Descriptive bootstrap interval; not a substitute for independent replication
