run_id,campaign_id,configuration,repo,scenario,repetition,stage,finding_id,fingerprint,tool,category,severity,cvss,file,cwe,cve,ground_truth_id,is_ground_truth,is_false_positive,remediated,remediation_method
20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_flask,external_oss_security_pipeline,1,initial,20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1:trivy:vuln:CVE-2026-27205:flask:examples/celery/requirements.txt,de902f22b1f9b47fcd2b5f3f,trivy,sca,low,4.3,examples/celery/requirements.txt,,CVE-2026-27205,,False,,False,none
20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_flask,external_oss_security_pipeline,1,initial,20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1:trivy:vuln:CVE-2024-22195:jinja2:examples/celery/requirements.txt,6be1f2cec8c1396a4d3b8f39,trivy,sca,medium,6.1,examples/celery/requirements.txt,,CVE-2024-22195,,False,,False,none
20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_flask,external_oss_security_pipeline,1,initial,20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1:trivy:vuln:CVE-2024-34064:jinja2:examples/celery/requirements.txt,2a145dad29de6a7a4621b873,trivy,sca,medium,5.4,examples/celery/requirements.txt,,CVE-2024-34064,,False,,False,none
20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_flask,external_oss_security_pipeline,1,initial,20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1:trivy:vuln:CVE-2024-56201:jinja2:examples/celery/requirements.txt,0036805282a06ac82781c228,trivy,sca,medium,8.8,examples/celery/requirements.txt,,CVE-2024-56201,,False,,False,none
20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_flask,external_oss_security_pipeline,1,initial,20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1:trivy:vuln:CVE-2024-56326:jinja2:examples/celery/requirements.txt,fcbd822a11e5f4445252e3c1,trivy,sca,medium,6.3,examples/celery/requirements.txt,,CVE-2024-56326,,False,,False,none
20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_flask,external_oss_security_pipeline,1,initial,20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1:trivy:vuln:CVE-2025-27516:jinja2:examples/celery/requirements.txt,01739024e5a5449e8112a03d,trivy,sca,medium,8.8,examples/celery/requirements.txt,,CVE-2025-27516,,False,,False,none
20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_flask,external_oss_security_pipeline,1,initial,20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1:trivy:vuln:CVE-2024-34069:werkzeug:examples/celery/requirements.txt,3062aa61f03b0c5a57ee3b2e,trivy,sca,high,7.5,examples/celery/requirements.txt,,CVE-2024-34069,,False,,False,none
20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_flask,external_oss_security_pipeline,1,initial,20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1:trivy:vuln:CVE-2023-46136:werkzeug:examples/celery/requirements.txt,2fc9cb10f3f9fe2194e12f05,trivy,sca,medium,7.5,examples/celery/requirements.txt,,CVE-2023-46136,,False,,False,none
20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_flask,external_oss_security_pipeline,1,initial,20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1:trivy:vuln:CVE-2024-49766:werkzeug:examples/celery/requirements.txt,b3ee14befbdefaefdcc7fc34,trivy,sca,medium,5.3,examples/celery/requirements.txt,,CVE-2024-49766,,False,,False,none
20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_flask,external_oss_security_pipeline,1,initial,20260714T114043982644Z_C1_NonBlockingScanning_external_flask_r1:trivy:vuln:CVE-2024-49767:werkzeug:examples/celery/requirements.txt,549945a60a701fe6a15dc9c0,trivy,sca,medium,7.5,examples/celery/requirements.txt,,CVE-2024-49767,,False,,False,none
